tp_record_share;id_titolo_invio;id_titolo_exp;id_titolo_inviante;id_titolo_ricevente;compagnia_ania;compagnia_exp;agenzia;numero_polizza_cmp;progressivo;repertorio_polizza;ramo;effetto_titolo;stato_share;id_incasso_exp;cod_garanzia_cmp;descrizione_garanzia_cmp;ramo_bil;codice_provv;aliquota;tipo_premi_delega;netto;diritti;accessori;imponibile;antiracket;tasse;lordo;ssn;sconto_applicato_1;sconto_applicato_2;provvigioni_totali;provvigioni_acquisto;provvigioni_acquisto_variabile;provvigioni_acquisto_fissa;provvigioni_incasso;provvigioni_incasso_variabile;provvigioni_incasso_fissa;provvigioni_acquisto_diritti;provvigioni_incasso_diritti;collaboratore_1;provv_tot_c1;provv_acq_c1;provv_acq_parte_fissa_c1;provv_acq_parte_variabile_c1;provv_acq_parte_diritti_c1;provv_inc_c1;provv_inc_parte_fissa_c1;provv_inc_parte_variabile_c1;provv_inc_parte_diritti_c1;collaboratore_2;provv_tot_c2;provv_acq_c2;provv_acq_parte_fissa_c2;provv_acq_parte_variabile_c2;provv_acq_parte_diritti_c2;provv_inc_c2;provv_inc_parte_fissa_c2;provv_inc_parte_variabile_c2;provv_inc_parte_diritti_c2;collaboratore_3;provv_tot_c3;provv_acq_c3;provv_acq_parte_fissa_c3;provv_acq_parte_variabile_c3;provv_acq_parte_diritti_c3;provv_inc_c3;provv_inc_parte_fissa_c3;provv_inc_parte_variabile_c3;provv_inc_parte_diritti_c3;collaboratore_4;provv_tot_c4;provv_acq_c4;provv_acq_parte_fissa_c4;provv_acq_parte_variabile_c4;provv_acq_parte_diritti_c4;provv_inc_c4;provv_inc_parte_fissa_c4;provv_inc_parte_variabile_c4;provv_inc_parte_diritti_c4;timestamp_record
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;N81;DUPLICAZIONE PATENTE GUIDA;0;;0,00;T;0,45;0,00;0,00;0,45;0,01;0,06;0,51;0,00;0,00;0,00;0,06;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;N83;RC AUTOVETTURE;0;;0,00;T;189,96;0,00;0,00;189,96;0,00;43,69;233,65;19,95;0,00;0,00;20,39;20,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;O58;ROTTURA CRISTALLI;0;;0,00;T;27,69;0,00;0,00;27,69;0,28;3,74;31,43;0,00;0,00;0,00;4,15;4,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;Y16;RICHIESTA DOCUMENTI FURTO VEICOLO NO RIASS;0;;0,00;T;0,45;0,00;0,00;0,45;0,00;0,05;0,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;P16;RICHIESTA DOCUMENTI FURTO VEICOLO NO RIASS;0;;0,00;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,06;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;D87;INFORTUNI - RC AUTO;0;;0,00;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,56;3,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936216106;936216106;OWEB-23774-936216106;;5;GEN;;180024596;0;;3N;18/06/2026;P;;P02;ASSISTENZA AUTO;0;;0,00;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,34;2,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936855004;936855004;OWEB-23774-936855004;;5;GEN;;83745607;0;;09;12/06/2026;P;;633;TEMPORANEA FACOLTATIVA NON FUMATORI2;0;;0,00;T;79,25;0,5;0,00;79,75;0,00;0,00;79,75;0,00;0,00;0,00;3,99;0,00;0,00;0,00;3,99;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;936855012;936855012;OWEB-23774-936855012;;5;GEN;;83124582;0;;09;11/06/2026;P;;480;DIVERSI;0;;0,00;T;18,15;0,5;0,00;18,65;0,00;0,00;18,65;0,00;0,00;0,00;0,93;0,00;0,00;0,00;0,93;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880223;937880223;OWEB-23774-937880223;;5;GEN;;183629171;0;;3N;11/06/2026;P;;N84;RC AUTOCARRI;0;;0,00;T;326,42;0,00;0,00;326,42;0,00;75,08;401,5;34,27;0,00;0,00;25,5;25,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;N83;RC AUTOVETTURE;0;;0,00;T;166,24;0,00;0,00;166,24;0,00;38,23;204,47;17,46;0,00;0,00;17,83;17,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;O66;I/F RISCHI SPECIALI;0;;0,00;T;8,38;0,00;0,00;8,38;0,09;1,13;9,51;0,00;0,00;0,00;0,83;0,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;O50;GUASTI (POLIZZE KASKO);0;;0,00;T;312,44;0,00;0,00;312,44;3,12;42,18;354,62;0,00;0,00;0,00;31,24;31,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;D87;INFORTUNI - RC AUTO;0;;0,00;T;52,0;0,00;0,00;52,0;0,00;6,5;58,5;0,00;0,00;0,00;13,52;13,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;CII;CONTRIBUTO IMPOSTE RAMO INFORTUNI;0;;0,00;T;-3,47;0,00;0,00;-3,47;0,00;0,00;-3,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;P02;ASSISTENZA AUTO;0;;0,00;T;12,6;0,00;0,00;12,6;0,00;1,57;14,17;0,00;0,00;0,00;2,52;2,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;S87;GRANDINE;0;;0,00;T;89,99;0,00;0,00;89,99;0,9;12,15;102,14;0,00;0,00;0,00;9,0;9,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;O95;ATTI VANDALICI;0;;0,00;T;30,2;0,00;0,00;30,2;0,3;4,08;34,28;0,00;0,00;0,00;3,02;3,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;O62;INCENDIO AUTOVEICOLI;0;;0,00;T;17,82;0,00;0,00;17,82;0,18;2,41;20,23;0,00;0,00;0,00;1,78;1,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;O63;FURTO AUTOVEICOLI;0;;0,00;T;64,26;0,00;0,00;64,26;0,64;8,68;72,94;0,00;0,00;0,00;6,43;6,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;O94;EVENTI SOCIOPOLITICI;0;;0,00;T;17,39;0,00;0,00;17,39;0,17;2,35;19,74;0,00;0,00;0,00;1,74;1,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;O58;ROTTURA CRISTALLI;0;;0,00;T;44,0;0,00;0,00;44,0;0,44;5,94;49,94;0,00;0,00;0,00;6,6;6,6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;O80;RICORSO TERZI;0;;0,00;T;0,25;0,00;0,00;0,25;0,01;0,04;0,29;0,00;0,00;0,00;0,02;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;CIA;CONTRIBUTO IMPOSTE RAMO ASSISTENZA;0;;0,00;T;-0,21;0,00;0,00;-0,21;0,00;0,00;-0,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880225;937880225;OWEB-23774-937880225;;5;GEN;;180394860;0;;3N;19/06/2026;P;;O96;EVENTI NATURALI;0;;0,00;T;28,06;0,00;0,00;28,06;0,28;3,79;31,85;0,00;0,00;0,00;2,81;2,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;CIA;CONTRIBUTO IMPOSTE RAMO ASSISTENZA;0;;0,00;T;-0,38;0,00;0,00;-0,38;0,00;0,00;-0,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;D87;INFORTUNI - RC AUTO;0;;0,00;T;50,0;0,00;0,00;50,0;0,00;6,26;56,26;0,00;0,00;0,00;13,0;13,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;CII;CONTRIBUTO IMPOSTE RAMO INFORTUNI;0;;0,00;T;-3,34;0,00;0,00;-3,34;0,00;0,00;-3,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;O98;GUASTI KASKO VEICOLO NON ASSIC. O NON IDENTIFICATO;0;;0,00;T;0,5;0,00;0,00;0,5;0,01;0,07;0,57;0,00;0,00;0,00;0,05;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;O80;RICORSO TERZI;0;;0,00;T;0,25;0,00;0,00;0,25;0,01;0,04;0,29;0,00;0,00;0,00;0,04;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;O62;INCENDIO AUTOVEICOLI;0;;0,00;T;13,12;0,00;0,00;13,12;0,13;1,77;14,89;0,00;0,00;0,00;1,97;1,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;T27;TUTELA LEGALE FIRST;0;;0,00;T;28,11;0,00;0,00;28,11;0,28;3,51;31,62;0,00;0,00;0,00;7,03;7,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;N83;RC AUTOVETTURE;0;;0,00;T;147,28;0,00;0,00;147,28;0,00;33,87;181,15;15,46;0,00;0,00;15,81;15,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;P02;ASSISTENZA AUTO;0;;0,00;T;22,73;0,00;0,00;22,73;0,00;2,84;25,57;0,00;0,00;0,00;4,55;4,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;O58;ROTTURA CRISTALLI;0;;0,00;T;53,75;0,00;0,00;53,75;0,54;7,26;61,01;0,00;0,00;0,00;8,06;8,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;S87;GRANDINE;0;;0,00;T;86,21;0,00;0,00;86,21;0,86;11,64;97,85;0,00;0,00;0,00;12,93;12,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;O66;I/F RISCHI SPECIALI;0;;0,00;T;0,25;0,00;0,00;0,25;0,01;0,03;0,28;0,00;0,00;0,00;0,04;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;937880227;937880227;OWEB-23774-937880227;;5;GEN;;182259625;0;;3N;19/06/2026;P;;O96;EVENTI NATURALI;0;;0,00;T;15,18;0,00;0,00;15,18;0,15;2,05;17,23;0,00;0,00;0,00;2,28;2,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;940063625;940063625;OWEB-23774-940063625;;5;GEN;;180394677;0;;3N;27/06/2026;P;;CIA;CONTRIBUTO IMPOSTE RAMO ASSISTENZA;0;;0,00;T;-0,4;0,00;0,00;-0,4;0,00;0,00;-0,4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;036;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;940063625;940063625;OWEB-23774-940063625;;5;GEN;;180394677;0;;3N;27/06/2026;P;;O80;RICORSO TERZI;0;;0,00;T;0,25;0,00;0,00;0,25;0,01;0,04;0,29;0,00;0,00;0,00;0,04;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;036;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;940063625;940063625;OWEB-23774-940063625;;5;GEN;;180394677;0;;3N;27/06/2026;P;;N83;RC AUTOVETTURE;0;;0,00;T;277,97;0,00;0,00;277,97;0,00;63,93;341,9;29,19;0,00;0,00;29,83;29,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;036;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;940063625;940063625;OWEB-23774-940063625;;5;GEN;;180394677;0;;3N;27/06/2026;P;;Q18;GARANZIE AGGIUNTIVE AUTO;0;;0,00;T;7,56;0,00;0,00;7,56;0,07;1,05;8,61;0,00;0,00;0,00;1,12;1,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;036;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
42;940063625;940063625;OWEB-23774-940063625;;5;GEN;;180394677;0;;3N;27/06/2026;P;;P02;ASSISTENZA AUTO;0;;0,00;T;22,89;0,00;0,00;22,89;0,00;2,86;25,75;0,00;0,00;0,00;4,58;4,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;036;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
