tp_record_share;id_polizza_exp;id_polizza_invio;id_polizza_inviante;id_polizza_ricevente;compagnia_ania;compagnia_exp;agenzia;numero_polizza_cmp;progressivo;repertorio;codice_garanzia_art20;descrizione_garanzia_art20;stato_garanzia_art20;cod_garanzia_cmp;descrizione_garanzia_cmp;ramo_bil;codice_provv;aliquota;tasso;minimo;scoperto;valore_ass_1;valore_ass_2;valore_ass_3;tipo_bene_assicurato_art20;id_bene_exp;descrizione_bene_assicurato;id_beneficiario_exp;tipo_premi;tipo_premi_delega;provvigioni_totali;provvigioni_acquisto;provvigioni_incasso;netto;diritti;accessori;imponibile;antiracket;tasse;lordo;ssn;sconto_applicato_1;sconto_applicato_2;massimo;franchigia;diaria;libro_matricola;numero_applicazione_lm;collaboratore_1;provv_tot_c1;provv_acq_c1;provv_acq_parte_fissa_c1;provv_acq_parte_variabile_c1;provv_inc_c1;provv_inc_parte_fissa_c1;provv_inc_parte_variabile_c1;al_provv_tot_c1;al_provv_acq_c1;al_provv_acq_parte_fissa_c1;al_provv_acq_parte_variabile_c1;al_provv_inc_c1;al_provv_inc_parte_fissa_c1;al_provv_inc_parte_variabile_c1;timestamp_record
30;253876825;253876825;OWEB-23774-253876825;;5;GEN;;732241398;0;;;;;S02;HAIL - GRANDINE DA R.O. INCENDIO;0;;0,00;0,00;0,00;0,00;601530,4;0,00;0,00;;;;;R;T;0,00;0,00;0,00;2,02;0,00;0,00;2,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;253876825;253876825;OWEB-23774-253876825;;5;GEN;;732241398;0;;;;;S15;WINDSTORM DA R.O. INCENDIO;0;;0,00;0,00;0,00;0,00;601530,4;0,00;0,00;;;;;R;T;0,00;0,00;0,00;3,12;0,00;0,00;3,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;253876825;253876825;OWEB-23774-253876825;;5;GEN;;732241398;0;;;;;1AF;INCENDIO - GLOBALI STANDARD. FLASH FLOOD - TASSA 0;0;;0,00;0,00;0,00;0,00;216573,9;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1,9;0,00;0,00;1,9;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;253876825;253876825;OWEB-23774-253876825;;5;GEN;;732241398;0;;;;;S90;INCENDIO - ALLUVIONE ( NO F.F) - DA RO - TASSA 0;0;;0,00;0,00;0,00;0,00;577530,4;0,00;0,00;;;;;R;T;0,00;0,00;0,00;7,86;0,00;0,00;7,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;253876825;253876825;OWEB-23774-253876825;;5;GEN;;732241398;0;;;;;S53;SOVRACCARICO NEVE DA RO - INCENDIO;0;;0,00;0,00;0,00;0,00;375956,5;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,61;0,00;0,00;0,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;253876825;253876825;OWEB-23774-253876825;;5;GEN;;732241398;0;;;;;S55;SCIOPERO-RISCHI ORDINARI - INCENDIO;0;;0,00;0,00;0,00;0,00;601530,4;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,18;0,00;0,00;0,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;253876825;253876825;OWEB-23774-253876825;;5;GEN;;732241398;0;;;;;1E1;RCD DA CIVILI AUTOMATIZZATE;0;;0,00;0,00;0,00;0,00;1000000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;3,3;0,00;0,00;3,3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;253876825;253876825;OWEB-23774-253876825;;5;GEN;;732241398;0;;;;;P09;ASSISTENZA ABITAZIONI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1,21;0,00;0,00;1,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;253876825;253876825;OWEB-23774-253876825;;5;GEN;;732241398;0;;;;;T33;TUTELA - PRONTO AVVOCATO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,33;0,00;0,00;0,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;254521910;254521910;OWEB-23774-254521910;;5;GEN;;731092332;0;;;;;E06;VARIE;0;;0,00;0,00;0,00;0,00;1000000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;25,36;0,00;0,00;25,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;254521932;254521932;OWEB-23774-254521932;;5;GEN;;731106480;0;;;;;D01;INDIVIDUALI;0;;0,00;0,00;0,00;0,00;122500,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;78,05;0,00;0,00;78,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;254521953;254521953;OWEB-23774-254521953;;5;GEN;;731122826;0;;;;;3A8;INCENDI VARI;0;;0,00;0,00;0,00;0,00;9548600,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1724,16;0,00;0,00;1724,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;254521953;254521953;OWEB-23774-254521953;;5;GEN;;731122826;0;;;;;1B1;ADB DA CIVILI AUTOMATIZZATE;0;;0,00;0,00;0,00;0,00;9548600,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;431,04;0,00;0,00;431,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;254521964;254521964;OWEB-23774-254521964;;5;GEN;;731129647;0;;;;;E06;VARIE;0;;0,00;0,00;0,00;0,00;1000000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;264,0;0,00;0,00;264,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255618832;255618832;OWEB-23774-255618832;;5;GEN;;732269677;0;;;;;D21;FAMIGLIA;0;;0,00;0,00;0,00;0,00;200000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;17,6;0,00;0,00;17,6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255618832;255618832;OWEB-23774-255618832;;5;GEN;;732269677;0;;;;;D01;INDIVIDUALI;0;;0,00;0,00;0,00;0,00;7500,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1,42;0,00;0,00;1,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255618832;255618832;OWEB-23774-255618832;;5;GEN;;732269677;0;;;;;W37;I.P. MALATTIA-INDIVIDUALI;0;;0,00;0,00;0,00;0,00;100000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;23,45;0,00;0,00;23,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255618832;255618832;OWEB-23774-255618832;;5;GEN;;732269677;0;;;;;W46;MALATTIA - RENDITA VITALIZIA;0;;0,00;0,00;0,00;0,00;7500,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;5,87;0,00;0,00;5,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255618832;255618832;OWEB-23774-255618832;;5;GEN;;732269677;0;;;;;M99;MALATTIA - SECOND OPINION;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255618832;255618832;OWEB-23774-255618832;;5;GEN;;732269677;0;;;;;P9M;ASSISTENZA - FARE PREVENZIONE - START;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1,38;0,00;0,00;1,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;255618832;255618832;OWEB-23774-255618832;;5;GEN;;732269677;0;;;;;T33;TUTELA - PRONTO AVVOCATO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,33;0,00;0,00;0,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;257041054;257041054;OWEB-23774-257041054;;5;GEN;;731197938;0;;;;;D01;INDIVIDUALI;0;;0,00;0,00;0,00;0,00;258229,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;315,18;0,00;0,00;315,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;257041054;257041054;OWEB-23774-257041054;;5;GEN;;731197938;0;;;;;M78;DIARIA RICOVERO SU POL. INFORTUNI;0;;0,00;0,00;0,00;0,00;52,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;150,8;0,00;0,00;150,8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;257041054;257041054;OWEB-23774-257041054;;5;GEN;;731197938;0;;;;;W37;I.P. MALATTIA-INDIVIDUALI;0;;0,00;0,00;0,00;0,00;103292,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;142,8;0,00;0,00;142,8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;258493456;258493456;OWEB-23774-258493456;;5;GEN;;182260024;0;;;;;N84;RC AUTOCARRI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;28,17;0,00;0,00;28,17;0,00;6,48;34,65;2,96;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;258493456;258493456;OWEB-23774-258493456;;5;GEN;;182260024;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;10,0;0,00;0,00;10,0;0,00;1,35;11,35;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;258493457;258493457;OWEB-23774-258493457;;5;GEN;;182260025;0;;;;;N84;RC AUTOCARRI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;28,17;0,00;0,00;28,17;0,00;6,48;34,65;2,96;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;258493457;258493457;OWEB-23774-258493457;;5;GEN;;182260025;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;10,0;0,00;0,00;10,0;0,00;1,35;11,35;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;1A1;CIVILI AUTOMATIZZATE;0;;0,00;0,00;0,00;0,00;1500000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;9,78;0,00;0,00;9,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;S57;SCIOPERO - ADB DA RISCHI ORDINARI;0;;0,00;0,00;0,00;0,00;220000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,3;0,00;0,00;0,3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;2B1;INCENDIO ADB - CIVILI - DANNI D'ACQUA;0;;0,00;0,00;0,00;0,00;220000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;7,51;0,00;0,00;7,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;1B1;ADB DA CIVILI AUTOMATIZZATE;0;;0,00;0,00;0,00;0,00;200000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;4,5;0,00;0,00;4,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;S28;TERRORISMO DA R.O. INCENDIO;0;;0,00;0,00;0,00;0,00;220000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;S30;ADB - TERRORISMO DA RISCHI ORDINARI;0;;0,00;0,00;0,00;0,00;220000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;S02;HAIL - GRANDINE DA R.O. INCENDIO;0;;0,00;0,00;0,00;0,00;220000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;3,97;0,00;0,00;3,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;S15;WINDSTORM DA R.O. INCENDIO;0;;0,00;0,00;0,00;0,00;220000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;2,07;0,00;0,00;2,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;S53;SOVRACCARICO NEVE DA RO - INCENDIO;0;;0,00;0,00;0,00;0,00;110000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1,48;0,00;0,00;1,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;S55;SCIOPERO-RISCHI ORDINARI - INCENDIO;0;;0,00;0,00;0,00;0,00;220000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,1;0,00;0,00;0,1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;1E1;RCD DA CIVILI AUTOMATIZZATE;0;;0,00;0,00;0,00;0,00;1000000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1,61;0,00;0,00;1,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;P67;ASSISTENZA ABITAZIONI - TOP;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,86;0,00;0,00;0,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;E07;FAMIGLIA;0;;0,00;0,00;0,00;0,00;1000000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1,95;0,00;0,00;1,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;E03;ANIMALI;0;;0,00;0,00;0,00;0,00;1000000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;4,14;0,00;0,00;4,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;267324204;267324204;OWEB-23774-267324204;;5;GEN;;732465343;0;;;;;T33;TUTELA - PRONTO AVVOCATO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,33;0,00;0,00;0,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;268847016;268847016;OWEB-23774-268847016;;5;GEN;;183629205;0;;;;;N84;RC AUTOCARRI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;396,29;0,00;0,00;396,29;0,00;91,15;487,44;41,61;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;268847016;268847016;OWEB-23774-268847016;;5;GEN;;183629205;0;;;;;O80;RICORSO TERZI;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,5;0,00;0,00;0,5;0,00;0,07;0,57;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;272480987;272480987;OWEB-23774-272480987;;5;GEN;;732543792;0;;;;;M71;RIMBORSO SPESE MEDICHE;0;;0,00;0,00;0,00;0,00;500000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;179,17;0,00;0,00;179,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;272480987;272480987;OWEB-23774-272480987;;5;GEN;;732543792;0;;;;;M9F;ALTA DIAGNOSTICA;0;;0,00;0,00;0,00;0,00;2500,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;4,3;0,00;0,00;4,3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;272480987;272480987;OWEB-23774-272480987;;5;GEN;;732543792;0;;;;;M99;MALATTIA - SECOND OPINION;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;272480987;272480987;OWEB-23774-272480987;;5;GEN;;732543792;0;;;;;P9M;ASSISTENZA - FARE PREVENZIONE - START;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1,38;0,00;0,00;1,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;272480987;272480987;OWEB-23774-272480987;;5;GEN;;732543792;0;;;;;T33;TUTELA - PRONTO AVVOCATO;0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,33;0,00;0,00;0,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;276659530;276659530;OWEB-23774-276659530;;5;GEN;;732645711;0;;;;;1A1;CIVILI AUTOMATIZZATE;0;;0,00;0,00;0,00;0,00;500000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;108,16;0,00;0,00;108,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;276659530;276659530;OWEB-23774-276659530;;5;GEN;;732645711;0;;;;;S57;SCIOPERO - ADB DA RISCHI ORDINARI;0;;0,00;0,00;0,00;0,00;520000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;6,83;0,00;0,00;6,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;276659530;276659530;OWEB-23774-276659530;;5;GEN;;732645711;0;;;;;2B1;INCENDIO ADB - CIVILI - DANNI D'ACQUA;0;;0,00;0,00;0,00;0,00;520000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;154,66;0,00;0,00;154,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;276659530;276659530;OWEB-23774-276659530;;5;GEN;;732645711;0;;;;;1B1;ADB DA CIVILI AUTOMATIZZATE;0;;0,00;0,00;0,00;0,00;490000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;155,62;0,00;0,00;155,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;276659530;276659530;OWEB-23774-276659530;;5;GEN;;732645711;0;;;;;S28;TERRORISMO DA R.O. INCENDIO;0;;0,00;0,00;0,00;0,00;520000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;0,57;0,00;0,00;0,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;276659530;276659530;OWEB-23774-276659530;;5;GEN;;732645711;0;;;;;S30;ADB - TERRORISMO DA RISCHI ORDINARI;0;;0,00;0,00;0,00;0,00;520000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;1,7;0,00;0,00;1,7;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;276659530;276659530;OWEB-23774-276659530;;5;GEN;;732645711;0;;;;;S02;HAIL - GRANDINE DA R.O. INCENDIO;0;;0,00;0,00;0,00;0,00;520000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;94,43;0,00;0,00;94,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;276659530;276659530;OWEB-23774-276659530;;5;GEN;;732645711;0;;;;;S15;WINDSTORM DA R.O. INCENDIO;0;;0,00;0,00;0,00;0,00;520000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;77,28;0,00;0,00;77,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
30;276659530;276659530;OWEB-23774-276659530;;5;GEN;;732645711;0;;;;;S53;SOVRACCARICO NEVE DA RO - INCENDIO;0;;0,00;0,00;0,00;0,00;520000,0;0,00;0,00;;;;;R;T;0,00;0,00;0,00;9,81;0,00;0,00;9,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;N;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
