tp_record_share;id_polizza_exp;id_anagrafica_exp;id_anag_inviante;id_anag_ricevente;id_polizza_invio;id_polizza_inviante;id_polizza_ricevente;id_rischio_exp;compagnia_ania;compagnia_exp;agenzia;numero_polizza_cmp;progressivo;progressivo_contratto;repertorio;rischio_art20;descrizione_rischio_art_20;stato_art_20;tipo_polizza_share;ramo_share;ramo_cmp;rischio_cmp;cod_rischio_inviante;prodotto_cmp;sottoprodotto_cmp;versione_prodotto_cmp;modello_cga_cmp;ramo_gestione_cmp;cod_stato_share;cod_storno_share;cod_storno_cmp;data_annullamento;data_sospensione;effetto;scadenza_originale;scadenza_effettiva;scadenza_emesso;scadenza_incassato;frazionamento_share;durata_share;tacito_rinnovo_share;proroga_share;disdetta_share;giorni_mora;collaboratore_1;collaboratore_2;collaboratore_3;collaboratore_4;collaboratore_5;tipo_coass;ns_quota;quota_delegataria_sinistri;cmp_delegataria;numero_polizza_delegataria;tipo_riparto_share;fl_vincolo;tipo_vincolo_cmp;scadenza_vincolo;codice_vincolo;vincolataria;valuta_share;fl_imposta;fl_antiracket;cmp_sostituita_1_ania;cmp_sostituita_1_exp;agenzia_sostituita_1;numero_polizza_sostituita_1;progressivo_sostituita_1;repertorio_sostituita_1;cmp_sostituente_ania;cmp_sostituente_exp;agenzia_sostituente;numero_polizza_sostituente;progressivo_sostituente;repertorio_sostituente;id_sostituita_exp;id_sostituita_inviante;id_sostituita_ricevente;id_sostituente_exp;id_sostituente_inviante;id_sostituente_ricevente;codice_calcolo_provvigioni;tipo_provvigioni_share;fl_provvigioni_forzate;tipo_premi;tipo_premi_delega;provvigioni_totali;provvigioni_acquisto;provvigioni_incasso;netto_totale;diritti_totale;accessori_totale;imponibile_totale;antiracket_totale;ssn_totale;tasse_totale;lordo_totale;interessi_frazionamento;compenso_totale;fondo_mutua_totale;altre_spese_totale;diritti_emissione;diritti_puo;diritti_pur;sconto;sconto_applicato_1;sconto_applicato_2;flag_riparto;canale_com;canale_commerciale;tipo_pagamento;numero_proposta_cmp;codice_broker;data_emissione;tipo_affare_share;libro_matricola;numero_applicazione_lm;quietanzamento_lm;tipo_firma;account;filiale;mezzo_pagamento_cmp;mezzo_pag_share;provv_tot_c1;provv_acq_c1;provv_acq_parte_fissa_c1;provv_acq_parte_variabile_c1;provv_inc_c1;provv_inc_parte_fissa_c1;provv_inc_parte_variabile_c1;al_provv_tot_c1;al_provv_acq_c1;al_provv_acq_parte_fissa_c1;al_provv_acq_parte_variabile_c1;al_provv_inc_c1;al_provv_inc_parte_fissa_c1;al_provv_inc_parte_variabile_c1;binder;corrispondente;sindacato;piazzamento;sottoscrittore;ramo_binder;polizza_lps;solo_fondi;estensione_1;estensione_2;estensione_3;id_fornitore_inviante;id_fornitore_ricevente;url_docum_unica;url_docum_dip;url_docum_dip_agg;url_docum_cga;data_fine_sospensione;cod_riattivazione;timestamp_record
20;253876825;97022569;OWEB-23774-97022569;;253876825;OWEB-23774-253876825;;;5;GEN;A000134469;732241398;0;;;;;;1;;01;150;;CAT-ORI;;;;;AT;-;;;;24/07/2024;;20/05/2029;;20/06/2026;12;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;730746992;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;69,55;0,00;6,95;76,5;0,00;0,00;9,0;85,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;P12327984;;24/07/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;254521910;103311225;OWEB-23774-103311225;;254521910;OWEB-23774-254521910;;;5;GEN;A000134469;731092332;0;;;;;;1;;3E;200;;CAT-ORI-CMIGRO;;;;;SO;ST;;15/06/2026;;27/08/2024;;01/10/2026;;15/06/2026;2;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;732884004;0;;;;;;;;;;;R;T;0,00;0,00;0,00;25,36;0,00;0,00;25,36;0,00;0,00;5,65;31,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;27/08/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;254521932;103311225;OWEB-23774-103311225;;254521932;OWEB-23774-254521932;;;5;GEN;A000134469;731106480;0;;;;;;1;;3D;50;;CAT-ORI-CMIGRO;;;;;SO;ST;;15/06/2026;;27/08/2024;;01/10/2026;;15/06/2026;2;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;732884004;0;;;;;;;;;;;R;T;0,00;0,00;0,00;78,05;0,00;0,00;78,05;0,00;0,00;1,96;80,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;27/08/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;254521953;103311225;OWEB-23774-103311225;;254521953;OWEB-23774-254521953;;;5;GEN;A000134469;731122826;0;;;;;;1;;01;150;;CAT-ORI-CMIGRO;;;;;SO;ST;;15/06/2026;;27/08/2024;;01/10/2026;;15/06/2026;2;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;732884004;0;;;;;;;;;;;R;T;0,00;0,00;0,00;1959,11;0,00;195,89;2155,0;0,00;0,00;0,00;2155,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;27/08/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;254521964;103311225;OWEB-23774-103311225;;254521964;OWEB-23774-254521964;;;5;GEN;A000134469;731129647;0;;;;;;1;;3E;200;;CAT-ORI-CMIGRO;;;;;SO;ST;;15/06/2026;;27/08/2024;;01/10/2026;;15/06/2026;2;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;732884004;0;;;;;;;;;;;R;T;0,00;0,00;0,00;264,0;0,00;0,00;264,0;0,00;0,00;0,00;264,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;27/08/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;255440802;97022521;OWEB-23774-97022521;;255440802;OWEB-23774-255440802;;;5;GEN;A000134469;83427161;0;;;;;;4;;09;451;;CAT-F460NEW;;;;;AT;-;;;;23/09/2024;;23/09/2039;;23/06/2026;12;;S;;0;0;215;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;219,81;0,5;0,00;220,31;0,00;0,00;0,00;220,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;83427161;;23/09/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;255584374;97021058;OWEB-23774-97021058;;255584374;OWEB-23774-255584374;;;5;GEN;A000134469;83427758;0;;;;;;4;;09;451;;CAT-F460NEW;;;;;AT;-;;;;22/09/2024;;22/09/2049;;22/06/2026;12;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;214,67;0,5;0,00;215,17;0,00;0,00;0,00;215,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;83427758;;22/09/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;255618832;97022833;OWEB-23774-97022833;;255618832;OWEB-23774-255618832;;;5;GEN;A000134469;732269677;0;;;;;;1;;3W;100;;CAT-ORI;;;;;AT;-;;;;20/09/2024;;20/09/2029;;20/06/2026;12;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;45,5;0,00;4,55;50,05;0,00;0,00;1,45;51,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;P12579307;;27/09/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;256152519;103947216;OWEB-23774-103947216;;256152519;OWEB-23774-256152519;;;5;GEN;A000134469;32234205;0;;;;;;4;;09;450;;CAT-KAPROT1;;;;;AT;-;;;;19/06/2023;;19/06/2033;;19/06/2027;1;;S;;0;0;076;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;399,28;0,00;0,00;399,28;0,00;0,00;0,00;399,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;133459;;19/06/2023;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;257041054;97018101;OWEB-23774-97018101;;257041054;OWEB-23774-257041054;;;5;GEN;A000134469;731197938;0;;;;;;1;;3D;50;;CAT-ORI-C053;;;;;AT;-;;;;29/10/2024;;21/12/2026;;21/06/2026;2;;S;;0;0;022;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;553,44;0,00;55,34;608,78;0,00;0,00;15,22;624,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;29/10/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;258493456;102885710;OWEB-23774-102885710;;258493456;OWEB-23774-258493456;;;5;GEN;A000134469;182260024;0;;;;;;2;;3N;10;;CAT-00000014;;;;;AT;-;;;;03/12/2024;03/12/2025;03/12/2026;;03/12/2026;1;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;38,17;0,00;0,00;38,17;0,00;2,96;7,83;46,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;03/12/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;258493457;102885710;OWEB-23774-102885710;;258493457;OWEB-23774-258493457;;;5;GEN;A000134469;182260025;0;;;;;;2;;3N;10;;CAT-00000014;;;;;AT;-;;;;03/12/2024;03/12/2025;03/12/2026;;03/12/2026;1;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;38,17;0,00;0,00;38,17;0,00;2,96;7,83;46,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;03/12/2024;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;265757686;97017733;OWEB-23774-97017733;;265757686;OWEB-23774-265757686;;;5;GEN;A000134469;83745607;0;;;;;;4;;09;451;;CAT-F460NEW;;;;;AT;-;;;;12/05/2025;;12/05/2050;;12/07/2026;12;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;79,25;0,5;0,00;79,75;0,00;0,00;0,00;79,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;83745607;;12/05/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;267324204;97018256;OWEB-23774-97018256;;267324204;OWEB-23774-267324204;;;5;GEN;A000134469;732465343;0;;;;;;1;;01;150;;CAT-ORI;;;;;AT;-;;;;22/06/2025;;22/06/2027;;22/06/2026;12;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;35,19;0,00;3,52;38,71;0,00;0,00;8,79;47,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;22/05/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;268847016;97016776;OWEB-23774-97016776;;268847016;OWEB-23774-268847016;;;5;GEN;A000134469;183629205;0;;;;;;2;;3N;10;;CAT-00000014;;;;;SO;ST;;08/06/2026;;08/06/2025;08/06/2026;08/06/2027;;08/06/2026;1;;S;;0;0;076;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;180394881;0;;;;;184643239;0;;;;;;;;;;;R;T;0,00;0,00;0,00;396,79;0,00;0,00;396,79;0,00;41,61;91,22;488,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;11/06/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;269621188;97021544;OWEB-23774-97021544;;269621188;OWEB-23774-269621188;;;5;GEN;A000134469;83818677;0;;;;;;4;;09;451;;CAT-F460NEW;;;;;AT;-;;;;23/06/2025;;23/06/2050;;23/06/2026;12;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;97,6;0,5;0,00;98,1;0,00;0,00;0,00;98,1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;83818677;;23/06/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;269718413;109905884;OWEB-23774-109905884;;269718413;OWEB-23774-269718413;;;5;GEN;A000134469;83806081;0;;;;;;4;;09;450;;CAT-F684;;;;;AT;-;;;;19/06/2025;;24/02/2075;;24/02/2027;1;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;500,0;0,00;0,00;500,0;0,00;0,00;0,00;500,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;83806081;;19/06/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;269718414;97015665;OWEB-23774-97015665;;269718414;OWEB-23774-269718414;;;5;GEN;A000134469;83816820;0;;;;;;4;;09;450;;CAT-F848NEW;;;;;AT;-;;;;23/06/2025;;23/06/2999;;23/06/2026;1;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;1357,83;1,0;0,00;1358,83;0,00;0,00;0,00;1358,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;83816820;;23/06/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;269785701;109931734;OWEB-23774-109931734;;269785701;OWEB-23774-269785701;;;5;GEN;A000134469;83806000;0;;;;;;4;;09;450;;CAT-F684;;;;;AT;-;;;;13/06/2025;;03/07/2036;;03/07/2026;1;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;5164,0;0,00;0,00;5164,0;0,00;0,00;0,00;5164,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;83806000;;23/06/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;272480987;111078506;OWEB-23774-111078506;;272480987;OWEB-23774-272480987;;;5;GEN;A000134469;732543792;0;;;;;;1;;3W;100;;CAT-ORI;;;;;AT;-;;;;21/08/2025;;21/08/2027;;21/06/2026;12;;S;;0;0;077;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;168,35;0,00;16,83;185,18;0,00;0,00;4,82;190,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;21/08/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;272480991;111078506;OWEB-23774-111078506;;272480991;OWEB-23774-272480991;;;5;GEN;A000134469;83886772;0;;;;;;4;;09;451;;CAT-F460NEW;;;;;AT;-;;;;21/08/2025;;21/08/2035;;21/06/2026;12;;S;;0;0;077;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;243,04;0,5;0,00;243,54;0,00;0,00;0,00;243,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;83886772;;21/08/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;276659530;97019456;OWEB-23774-97019456;;276659530;OWEB-23774-276659530;;;5;GEN;A000134469;732645711;0;;;;;;1;;01;150;;CAT-ORI;;;;;AT;-;;;;27/11/2025;;22/06/2027;;22/06/2026;1;;S;;0;0;215;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;730787221;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;646,46;0,00;64,64;711,1;0,00;0,00;152,9;864,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;P15361424;;27/11/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;276992621;97015583;OWEB-23774-97015583;;276992621;OWEB-23774-276992621;;;5;GEN;A000134469;153000742;0;;;;;;2;;3N;10;;CAT-00000015;;;;;AT;-;;;;31/12/2025;31/12/2026;31/12/2026;;31/08/2026;3;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;875,0;0,00;0,00;875,0;0,00;91,88;201,25;1076,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;02/12/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;276996564;97016201;OWEB-23774-97016201;;276996564;OWEB-23774-276996564;;;5;GEN;A000134469;732682020;0;;;;;;1;;01;150;;CAT-MUL;;;;;AT;-;;;;20/12/2025;;20/12/2030;;20/06/2026;2;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;731243363;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;663,26;0,00;66,32;729,58;0,00;0,00;61,42;791,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;03/12/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;276996565;97016195;OWEB-23774-97016195;;276996565;OWEB-23774-276996565;;;5;GEN;A000134469;732681866;0;;;;;;1;;01;150;;CAT-MUL;;;;;AT;-;;;;20/12/2025;;20/12/2030;;20/06/2026;2;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;731230320;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;783,11;0,00;78,3;861,41;0,00;0,00;55,09;916,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;03/12/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;276996566;97015896;OWEB-23774-97015896;;276996566;OWEB-23774-276996566;;;5;GEN;A000134469;732681397;0;;;;;;1;;01;150;;CAT-MUL;;;;;AT;-;;;;20/12/2025;;20/12/2030;;20/06/2026;2;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;731028714;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;1098,75;0,00;109,86;1208,61;0,00;0,00;49,89;1258,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;03/12/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;276997767;97015699;OWEB-23774-97015699;;276997767;OWEB-23774-276997767;;;5;GEN;A000134469;732694218;0;;;;;;1;;17;650;;CAT-TS091;;;;;AT;-;;;;20/06/2024;;20/12/2026;;20/12/2024;2;;S;;0;0;024;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;04/12/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;276997983;113211706;OWEB-23774-113211706;;276997983;OWEB-23774-276997983;;;5;GEN;A000134469;183629641;0;;;;;;2;;3N;10;;CAT-00000014;;;;;SO;ST;;22/06/2026;;07/12/2025;07/12/2026;07/12/2026;;22/06/2026;1;;S;;0;0;079;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;184643241;0;;;;;;;;;;;R;T;0,00;0,00;0,00;414,04;0,00;0,00;414,04;0,00;27,45;78,97;493,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;05/12/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;277429707;97015885;OWEB-23774-97015885;;277429707;OWEB-23774-277429707;;;5;GEN;A000134469;732698790;0;;;;;;1;;01;150;;CAT-MUL;;;;;AT;-;;;;20/12/2025;;20/12/2030;;20/06/2026;2;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;730239690;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;4383,42;0,00;438,29;4821,71;0,00;0,00;132,29;4954,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;11/12/2025;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;278475976;105723797;OWEB-23774-105723797;;278475976;OWEB-23774-278475976;;;5;GEN;A000134469;183629736;0;;;;;;2;;3N;10;;CAT-00000014;;;;;SO;ST;;22/06/2026;;31/12/2025;31/12/2026;31/12/2026;;22/06/2026;1;;S;;0;0;024;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;182260074;0;;;;;184643240;0;;;;;;;;;;;R;T;0,00;0,00;0,00;789,47;0,00;0,00;789,47;0,00;67,13;166,53;956,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;13/01/2026;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;287248244;116588664;OWEB-23774-116588664;;287248244;OWEB-23774-287248244;;;5;GEN;A000134469;84294361;0;;;;;;4;;09;451;;CAT-F460NEW;;;;;AT;-;;;;21/05/2026;;21/05/2036;;21/06/2026;12;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;46,85;0,5;0,00;47,35;0,00;0,00;0,00;47,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;84294361;;21/05/2026;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;288600142;99792440;OWEB-23774-99792440;;288600142;OWEB-23774-288600142;;;5;GEN;A000134469;184643202;0;;;;;;2;;3N;10;;CAT-00000014;;;;;SP;SP;;23/06/2026;23/06/2026;10/06/2026;27/12/2026;27/12/2026;;23/06/2026;2;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;183629247;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;498,55;0,00;0,00;498,55;0,00;49,59;111,45;610,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;10/06/2026;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
20;288738544;97021803;OWEB-23774-97021803;;288738544;OWEB-23774-288738544;;;5;GEN;A000134469;32096870;0;;;;;;4;;09;450;;CAT-KAIW0;;;;;AT;-;;;;05/06/1999;;05/06/2999;;05/06/2999;9;;S;;0;0;;;;;;1;10000;0;;;0;;;;;;EUR;N;;;;;;0;;;;;;0;;;;;;;;;;;R;T;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;32096870;;05/06/1999;;N;;0;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;
